n_accidents,mean_fraction_from_nearest_intersection,median_fraction_from_nearest_intersection,q25,q75,share_within_10pct_of_arc_from_intersection,share_within_20pct_of_arc_from_intersection,share_beyond_40pct_of_arc_from_intersection
452,0.21821254753408428,0.1948404841922435,0.05490250127398669,0.38088766897120024,0.336283185840708,0.5066371681415929,0.21238938053097345
