xmin_bng,ymin_bng,xmax_bng,ymax_bng,west_lon,south_lat,east_lon,north_lat,area_km2,total_nodes,total_edges,total_intersections,total_edge_length_m,total_edge_length_km,spatial_diameter_m,avg_street_length_m,node_density_per_km2,intersection_density_per_km2,edge_density_m_per_km2,average_circuitry,topologically_planar,n_nodes_undirected,n_edges_undirected
429900.0,433200.0,430900.0,434200.0,-1.5475847661217783,53.79419893675619,-1.5323049013564642,53.8032448029452,1.0,211,359,179,21833.70550916389,21.83370550916389,2930.0062878198755,60.81812119544259,211.0,179.0,21833.70550916389,1.607120065192688,False,211,295
